INFRACAO;AMPARO_LEGAL;PROCEDIMENTO;TIPO_INFRACAO;PONTUACAO;INFRATOR;PALAVRAS_CHAVE
DEIXAR DE SINALIZAR QUALQUER OBSTÁCULO À LIVRE CIRCULAÇÃO, À SEGURANÇA DE VEÍCULO E PEDESTRES, TANTO NO LEITO DA VIA TERRESTRE COMO NA CALÇADA, COM AGRAVAMENTO DE PENALIDADE TRÊS VEZES;Artigo 246 do CTB e Res. 926/22 do CONTRAN;"Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, sem autorização, utilizar código 714-50. Obstaculizar a via indevidamente, com agravamento de penalidade três vezes, utilizar código 717-02. Não sinalizar a execução ou manutenção da obra, utilizar código 752-81. Tratando-se de servidor público que não sinaliza devida e imediatamente obstáculo à livre circulação e segurança de veículos e pedestres, na pista ou na calçada, caso não possa ser retirado, utilizar código 749-80. Exemplo do campo de observações: ""Obstáculo (descrever) na via sem sinalização comprometendo a livre circulação e segurança de veículos"". Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, sem autorização, utilizar código 714-50. Obstaculizar a via indevidamente, com agravamento de penalidade três vezes, utilizar código 717-02. Não sinalizar a execução ou manutenção da obra, utilizar código 752-81. Tratando-se de servidor público que não sinaliza devida e imediatamente obstáculo à livre circulação e segurança de veículos e pedestres, na pista ou na calçada, caso não possa ser retirado, utilizar código 749-80. Exemplo do campo de observações: ""Obstáculo (descrever) na via sem sinalização comprometendo a livre circulação e segurança de veículos"". (Municipal e rodoviário).";GRAVÍSSIMA;NÃO COMPUTÁVEL;PESSOA FÍSICA OU JURÍDICA;deixar, sinalizar, qualquer, obstáculo, livre, circulação, segurança, veículo, pedestres, tanto, leito, via, terrestre, calçada, agravamento, penalidade, três, vezes
OBSTACULIZAR A VIA INDEVIDAMENTE, COM AGRAVAMENTO DE PENALIDADE TRÊS VEZES;Artigo 246 do CTB e Res. 926/22 do CONTRAN;"Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Considerar infração pessoa física ou jurídica, que obstrui a via sem autorização ou em desacordo com a mesma, mesmo que providencie a sinalização. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, utilizar código 714-50. Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, tanto no leito da via terrestre como na calçada, com agravamento de penalidade três vezes, utilizar código 717-01. Exemplos do campo de observações: ""Acesso a via pública obstaculizado indevidamente por cancela e material de sinalização"" ; ""Caçamba estacionária ocupando toda extensão da calçada, obstaculizando-a, sem autorização"". Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Considerar infração pessoa física ou jurídica, que obstrui a via sem autorização ou em desacordo com a mesma, mesmo que providencie a sinalização. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, utilizar código 714-50. Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, tanto no leito da via terrestre como na calçada, com agravamento de penalidade três vezes, utilizar código 717-01. Exemplos do campo de observações: ""Acesso a via pública obstaculizado indevidamente por cancela e material de sinalização"" ; ""Caçamba estacionária ocupando toda extensão da calçada, obstaculizando-a, sem autorização"". (Municipal e rodoviário).";GRAVÍSSIMA;NÃO COMPUTÁVEL;PESSOA FÍSICA OU JURÍDICA;obstaculizar, via, indevidamente, agravamento, penalidade, três, vezes
DEIXAR DE SINALIZAR QUALQUER OBSTÁCULO À LIVRE CIRCULAÇÃO, À SEGURANÇA DE VEÍCULO E PEDESTRES, TANTO NO LEITO DA VIA TERRESTRE COMO NA CALÇADA, COM AGRAVAMENTO DE PENALIDADE QUATRO VEZES;Artigo 246 do CTB e Res. 926/22 do CONTRAN;"Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, sem autorização, utilizar código 714-50. Obstaculizar a via indevidamente, com agravamento de penalidade quatro vezes, utilizar código 718-82. Não sinalizar a execução ou manutenção da obra, utilizar código 752-81. Tratando-se de servidor público que não sinalizar devida e imediatamente obstáculo à livre circulação e segurança de veículos e pedestres, na pista ou na calçada, caso não possa ser retirado, utilizar código 749-80. Exemplo do campo de observações: ""Obstáculo (descrever) na via sem sinalização comprometendo a livre circulação e segurança de veículos"". Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, sem autorização, utilizar código 714- 50. Obstaculizar a via indevidamente, com agravamento de penalidade quatro vezes, utilizar código 718-82. Não sinalizar a execução ou manutenção da obra, utilizar código 752-81. Tratando-se de servidor público que não sinalizar devida e imediatamente obstáculo à livre circulação e segurança de veículos e pedestres, na pista ou na calçada, caso não possa ser retirado, utilizar código 749-80. Exemplo do campo de observações: ""Obstáculo (descrever) na via sem sinalização comprometendo a livre circulação e segurança de veículos"". (Municipal e rodoviário).";GRAVÍSSIMA;NÃO COMPUTÁVEL;PESSOA FÍSICA OU JURÍDICA;deixar, sinalizar, qualquer, obstáculo, livre, circulação, segurança, veículo, pedestres, tanto, leito, via, terrestre, calçada, agravamento, penalidade, quatro, vezes
OBSTACULIZAR A VIA INDEVIDAMENTE, COM AGRAVAMENTO DE PENALIDADE QUATRO VEZES;Artigo 246 do CTB e Res. 926/22 do CONTRAN;"Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Considerar infração pessoa física ou jurídica, que obstrui a via sem autorização ou em desacordo com a mesma, mesmo que providencie a sinalização. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, utilizar código 714-50. Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, tanto no leito da via terrestre como na calçada, com agravamento de penalidade quatro vezes, utilizar código 718-81. Exemplos do campo de observações: ""Acesso à via pública obstaculizado indevidamente por cancela e material de sinalização"" ; ""Caçamba estacionária ocupando toda extensão da calçada, obstaculizando-a, sem autorização"". Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Considerar infração pessoa física ou jurídica, que obstrui a via sem autorização ou em desacordo com a mesma, mesmo que providencie a sinalização. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, utilizar código 714-50. Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, tanto no leito da via terrestre como na calçada, com agravamento de penalidade quatro vezes, utilizar código 718-81. Exemplos do campo de observações: ""Acesso à via pública obstaculizado indevidamente por cancela e material de sinalização"" ; ""Caçamba estacionária ocupando toda extensão da calçada, obstaculizando-a, sem autorização"". (Municipal e rodoviário).";GRAVÍSSIMA;NÃO COMPUTÁVEL;PESSOA FÍSICA OU JURÍDICA;obstaculizar, via, indevidamente, agravamento, penalidade, quatro, vezes
DEIXAR DE SINALIZAR QUALQUER OBSTÁCULO À LIVRE CIRCULAÇÃO, À SEGURANÇA DE VEÍCULO E PEDESTRES, TANTO NO LEITO DA VIA TERRESTRE COMO NA CALÇADA, COM AGRAVAMENTO DE PENALIDADE CINCO VEZES;Artigo 246 do CTB e Res. 926/22 do CONTRAN;"Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, sem autorização, utilizar código 714-50. Obstaculizar a via indevidamente, com agravamento de penalidade cinco vezes, utilizar código 719-62. Não sinalizar a execução ou manutenção da obra, utilizar código 752-81. Tratando-se de servidor público que não sinalizar devida e imediatamente obstáculo à livre circulação e segurança de veículos e pedestres, na pista ou na calçada, caso não possa ser retirado, utilizar código 749-80. Exemplo do campo de observações: ""Obstáculo (descrever) na via sem sinalização comprometendo a livre circulação e segurança de veículos"". Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, sem autorização, utilizar código 714- 50. Obstaculizar a via indevidamente, com agravamento de penalidade cinco vezes, utilizar código 719-62. Não sinalizar a execução ou manutenção da obra, utilizar código 752-81. Tratando-se de servidor público que não sinalizar devida e imediatamente obstáculo à livre circulação e segurança de veículos e pedestres, na pista ou na calçada, caso não possa ser retirado, utilizar código 749-80. Exemplo do campo de observações: ""Obstáculo (descrever) na via sem sinalização comprometendo a livre circulação e segurança de veículos"". (Municipal e rodoviário).";GRAVÍSSIMA;NÃO COMPUTÁVEL;PESSOA FÍSICA OU JURÍDICA;deixar, sinalizar, qualquer, obstáculo, livre, circulação, segurança, veículo, pedestres, tanto, leito, via, terrestre, calçada, agravamento, penalidade, cinco, vezes
OBSTACULIZAR A VIA INDEVIDAMENTE, COM AGRAVAMENTO DE PENALIDADE CINCO VEZES;Artigo 246 do CTB e Res. 926/22 do CONTRAN;"Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Considerar infração pessoa física ou jurídica, que obstruir a via sem autorização ou em desacordo com a mesma, mesmo que providencie a sinalização. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, utilizar código 714-50. Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, tanto no leito da via terrestre como na calçada, com agravamento de penalidade quatro vezes, utilizar código 719-61. Exemplos do campo de observações: ""Acesso à via pública obstaculizado indevidamente por cancela e material de sinalização"" ; ""Caçamba estacionária ocupando toda extensão da calçada, obstaculizando-a, sem autorização"". Lavrar o auto de infração específico. Verificar procedimento do órgão competente com circunscrição sobre a via. Possível sem abordagem. Sempre que possível, o agente de trânsito deverá identificar o infrator, no ato da autuação. Caso isto não seja possível, a identificação poderá ser feita mediante diligência complementar em momento posterior. Providenciar a sinalização de emergência às expensas do responsável ou, se possível, promover a desobstrução. Esta infração é de responsabilidade de pessoa física ou jurídica, sem a utilização de veículos. Considerar infração pessoa física ou jurídica, que obstruir a via sem autorização ou em desacordo com a mesma, mesmo que providencie a sinalização. Os procedimentos administrativos estão estabelecidos na Resolução 926/22 do CONTRAN. Utilizar a via para depósito de mercadorias, materiais ou equipamentos, utilizar código 714-50. Deixar de sinalizar qualquer obstáculo à livre circulação, à segurança de veículo e pedestres, tanto no leito da via terrestre como na calçada, com agravamento de penalidade quatro vezes, utilizar código 719-61. Exemplos do campo de observações: ""Acesso à via pública obstaculizado indevidamente por cancela e material de sinalização"" ; ""Caçamba estacionária ocupando toda extensão da calçada, obstaculizando-a, sem autorização"". (Municipal e rodoviário).";GRAVÍSSIMA;NÃO COMPUTÁVEL;PESSOA FÍSICA OU JURÍDICA;obstaculizar, via, indevidamente, agravamento, penalidade, cinco, vezes
DEIXAR DE CONDUZIR PELO BORDO DA PISTA DE ROLAMENTO, EM FILA ÚNICA, OS VEÍCULOS DE TRAÇÃO OU PROPULSÃO HUMANA, SEMPRE QUE NÃO HOUVER ACOSTAMENTO OU FAIXA A ELES DESTINADOS;Artigos 52 e 247 do CTB;"Lavrar o auto de infração. Possível sem abordagem. Verificar procedimento do órgão competente com circunscrição sobre a via. Conduzir ciclo em vias de trânsito rápido ou rodovias, salvo onde houver acostamento ou faixas de rolamento próprias, utilizar código 712-91. Exemplos do campo de observações: ""Ciclista conduzindo a bicicleta no meio da pista de rolamento"" ; ""Carro de mão sendo conduzido no meio da pista de rolamento"". Lavrar o auto de infração. Possível sem abordagem. Verificar procedimento do órgão competente com circunscrição sobre a via. Conduzir ciclo em vias de trânsito rápido ou rodovias, salvo onde houver acostamento ou faixas de rolamento próprias, utilizar código 712-91. Exemplos do campo de observações: ""Ciclista conduzindo a bicicleta no meio da pista de rolamento"" ; ""Carro de mão sendo conduzido no meio da pista de rolamento"". (Municipal e rodoviário).";MÉDIA;NÃO COMPUTÁVEL;CONDUTOR;deixar, conduzir, bordo, pista, rolamento, fila, única, veículos, tração, propulsão, humana, sempre, acostamento, faixa, destinados
DEIXAR DE CONDUZIR PELO BORDO DA PISTA DE ROLAMENTO, EM FILA ÚNICA, OS VEÍCULOS DE TRAÇÃO ANIMAL, SEMPRE QUE NÃO HOUVER ACOSTAMENTO OU FAIXA A ELES DESTINADOS;Artigos 52 e 247 do CTB;"Lavrar o auto de infração. Possível sem abordagem. Verificar procedimento do órgão competente com circunscrição sobre a via. Exemplo do campo de observações: ""Condutor transitando com carroça no meio da pista de rolamento"". Lavrar o auto de infração. Possível sem abordagem. Verificar procedimento do órgão competente com circunscrição sobre a via. Exemplo do campo de observações: ""Condutor transitando com carroça no meio da pista de rolamento"". (Municipal e rodoviário).";MÉDIA;NÃO COMPUTÁVEL;CONDUTOR;deixar, conduzir, bordo, pista, rolamento, fila, única, veículos, tração, animal, sempre, acostamento, faixa, destinados
DEIXAR DE MANTER ACESAS, À NOITE, AS LUZES DE POSIÇÃO, QUANDO O VEÍCULO ESTIVER PARADO PARA FINS DE EMBARQUE OU DESEMBARQUE DE PASSAGEIROS;Artigos 40 e 249 do CTB;"Lavrar o auto de infração. Possível sem abordagem. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""Veículo parado à noite, realizando embarque de passageiros com as luzes de posição apagadas"". Lavrar o auto de infração. Possível sem abordagem. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""Veículo parado à noite, realizando embarque de passageiros com as luzes de posição apagadas"". (Municipal e rodoviário).";MÉDIA;4 PONTOS;CONDUTOR;deixar, manter, acesas, noite, luzes, posição, veículo, parado, fins, embarque, desembarque, passageiros
DEIXAR DE MANTER ACESAS, À NOITE, AS LUZES DE POSIÇÃO, QUANDO O VEÍCULO ESTIVER PARADO PARA FINS DE CARGA OU DESCARGA DE MERCADORIAS;Artigos 40, 47 e 249 do CTB;"Lavrar o auto de infração. Possível sem abordagem. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""Veículo parado à noite, realizando descarregamento de xxxxxxx com as luzes de posição apagadas"". Lavrar o auto de infração. Possível sem abordagem. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""Veículo parado à noite, realizando descarregamento de xxxxxxx com as luzes de posição apagadas"". (Municipal e rodoviário).";MÉDIA;4 PONTOS;CONDUTOR;deixar, manter, acesas, noite, luzes, posição, veículo, parado, fins, carga, descarga, mercadorias
QUANDO O VEÍCULO ESTIVER EM MOVIMENTO, DEIXAR DE MANTER ACESA A LUZ BAIXA DURANTE A NOITE;Artigos 40 e 250, I,a do CTB e Res. 970/22 do CONTRAN;"Lavrar o auto de infração. Possível sem abordagem. Considerar infração transitar sem acender a luz baixa durante a noite, inclusive veículo de transporte coletivo que transitar sem acender a luz baixa durante a noite circulando fora ou na faixa ou pista a ele destinada. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""Veículo transitando a noite com a luz baixa apagada, não caracterizando lâmpada queimada"". NOTA DO AUTOR: farolete, farol de milha, de neblina, DRL ou outros dispositivos luminosos não substituem o farol de luz baixa a noite. Lavrar o auto de infração. Possível sem abordagem. Considerar infração transitar sem acender a luz baixa durante a noite, inclusive veículo de transporte coletivo que transitar sem acender a luz baixa durante a noite circulando fora ou na faixa ou pista a ele destinada. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""Veículo transitando a noite com a luz baixa apagada, não caracterizando lâmpada queimada"". NOTA DO AUTOR: farolete, farol de milha, de neblina, DRL ou outros dispositivos luminosos não substituem o farol de luz baixa a noite. (Municipal e rodoviário).";MÉDIA;4 PONTOS;CONDUTOR;veículo, movimento, deixar, manter, acesa, luz, baixa, durante, noite
QUANDO O VEÍCULO ESTIVER EM MOVIMENTO, DEIXAR DE MANTER ACESA A LUZ BAIXA, DE DIA, EM TÚNEIS;Artigos 40, 105 e 250, I,b do CTB, Res. 970/22 do CONTRAN;"Lavrar o auto de infração. Possível sem abordagem. Veículo de transporte coletivo que transitar sem acender a luz baixa, de dia, nos túneis em faixa ou pista a ele destinada, utilizar código 725-00. Quando o veículo estiver em movimento e deixar de manter acesa a luz baixa durante a noite, utilizar código 723-40. Motocicleta, motoneta e ciclomotor que transitar sem acender a luz baixa (farol apagado), de dia, inclusive em túneis, utilizar código 726-90. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplos do campo de observações: ""O veículo transitava pelo túnel sem acender o farol baixo durante o dia"" ; ""Veículo utilizando somente a luz de rodagem diurna acionada"". NOTA DO AUTOR: farolete, farol de milha, de neblina, DRL ou outros dispositivos luminosos não substituem o farol de luz baixa em túneis. Lavrar o auto de infração. Possível sem abordagem. Veículo de transporte coletivo que transitar sem acender a luz baixa, de dia, nos túneis em faixa ou pista a ele destinada, utilizar código 725-00. Quando o veículo estiver em movimento e deixar de manter acesa a luz baixa durante a noite, utilizar código 723-40. Motocicleta, motoneta e ciclomotor que transitar sem acender a luz baixa (farol apagado), de dia, inclusive em túneis, utilizar código 726-90. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplos do campo de observações: ""O veículo transitava pelo túnel sem acender o farol baixo durante o dia"" ; ""Veículo utilizando somente a luz de rodagem diurna acionada"". NOTA DO AUTOR: farolete, farol de milha, de neblina, DRL ou outros dispositivos luminosos não substituem o farol de luz baixa em túneis. (Municipal e rodoviário).";MÉDIA;4 PONTOS;CONDUTOR;veículo, movimento, deixar, manter, acesa, luz, baixa, dia, túneis
QUANDO O VEÍCULO ESTIVER EM MOVIMENTO, DEIXAR DE MANTER ACESA A LUZ BAIXA, DE DIA, SOB CHUVA, NEBLINA OU CERRAÇÃO;Artigos 40, 105 e 250, I,b do CTB, Res. 970/22 do CONTRAN;"Lavrar o auto de infração. Possível sem abordagem. Veículo de transporte coletivo que transitar sem acender a luz baixa de dia sob chuva, neblina ou cerração na faixa ou pista a ele destinada, utilizar código 725-00. Motocicleta, motoneta e ciclomotor que transitar sem acender a luz baixa, de dia sob chuva, neblina ou cerração, utilizar código 726-90. Veículo (exceto motocicleta, motoneta e ciclomotor) transitar sem acender a luz baixa de dia em rodovias de pista simples fora do perímetro urbano, utilizar código 772-20. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplos do campo de observações: ""O veículo transitava sob chuva sem acender o farol baixo"" ; Veículo transitava sob chuva utilizando somente a luz de rodagem diurna acionada"". NOTA DO AUTOR: farolete, farol de milha, de neblina, DRL ou outros dispositivos luminosos não substituem o farol de luz baixa sob chuva, neblina ou cerração. Lavrar o auto de infração. Possível sem abordagem. Veículo de transporte coletivo que transitar sem acender a luz baixa de dia sob chuva, neblina ou cerração na faixa ou pista a ele destinada, utilizar código 725-00. Motocicleta, motoneta e ciclomotor que transitar sem acender a luz baixa, de dia sob chuva, neblina ou cerração, utilizar código 726-90. Veículo (exceto motocicleta, motoneta e ciclomotor) transitar sem acender a luz baixa de dia em rodovias de pista simples fora do perímetro urbano, utilizar código 772-20. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676- 90, de competência Estadual/Rodoviário. Exemplos do campo de observações: ""O veículo transitava sob chuva sem acender o farol baixo"" ; Veículo transitava sob chuva utilizando somente a luz de rodagem diurna acionada"". NOTA DO AUTOR: farolete, farol de milha, de neblina, DRL ou outros dispositivos luminosos não substituem o farol de luz baixa sob chuva, neblina ou cerração. (Municipal e rodoviário).";MÉDIA;4 PONTOS;CONDUTOR;veículo, movimento, deixar, manter, acesa, luz, baixa, dia, sob, chuva, neblina, cerração
QUANDO O VEÍCULO ESTIVER EM MOVIMENTO, DEIXAR DE MANTER ACESA A LUZ BAIXA, DE DIA, NO CASO DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS EM CIRCULAÇÃO EM FAIXAS OU PISTAS A ELES DESTINADAS;Artigos 40 e 250, I,c do CTB;"Lavrar o auto de infração. Possível sem abordagem. Quando o veículo de transporte coletivo em movimento deixar de manter acesa a luz baixa durante a noite, circulando fora ou na faixa ou pista a ele destinada, utilizar código 723-40. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""O ônibus circulava pela faixa a ele destinada sem acender o farol baixo, durante o dia"". Lavrar o auto de infração. Possível sem abordagem. Quando o veículo de transporte coletivo em movimento deixar de manter acesa a luz baixa durante a noite, circulando fora ou na faixa ou pista a ele destinada, utilizar código 723-40. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""O ônibus circulava pela faixa a ele destinada sem acender o farol baixo, durante o dia"". (Municipal e rodoviário).";MÉDIA;4 PONTOS;CONDUTOR;veículo, movimento, deixar, manter, acesa, luz, baixa, dia, caso, veículos, transporte, coletivo, passageiros, circulação, faixas, pistas, destinadas
QUANDO O VEÍCULO ESTIVER EM MOVIMENTO, DEIXAR DE MANTER ACESA A LUZ BAIXA, DE DIA, NO CASO DE MOTOCICLETAS, MOTONETAS E CICLOMOTORES;Artigos 40 e 250, I,d do CTB, Res. 996/23 do CONTRAN;"Lavrar o auto de infração. Possível sem abordagem. Quando a motocicleta, motoneta ou ciclomotor em movimento deixar de manter acesa a luz baixa durante a noite, utilizar o código 723-40. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""O Ciclomotor transitava sem acender o farol baixo, durante o dia"". Lavrar o auto de infração. Possível sem abordagem. Quando a motocicleta, motoneta ou ciclomotor em movimento deixar de manter acesa a luz baixa durante a noite, utilizar o código 723-40. Em caso de abordagem, veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas, corresponde ao código 676-90, de competência Estadual/Rodoviário. Exemplo do campo de observações: ""O Ciclomotor transitava sem acender o farol baixo, durante o dia"". (Municipal e rodoviário).";MÉDIA;4 PONTOS;CONDUTOR;veículo, movimento, deixar, manter, acesa, luz, baixa, dia, caso, motocicletas, motonetas, ciclomotores
